Station_Names,YEAR,Month,Temprature,Rainfall
Rajshahi,1999,11,32.5,1
Rajshahi,1999,12,29.1,0
Rangamati,1999,1,29.8,0
Rangamati,1999,2,35.2,0
Rangamati,1999,3,37,3
Rangamati,1999,4,38.2,0
Rangamati,1999,5,38,379
Rangamati,1999,6,36,840
Rangamati,1999,7,35,590
Rangamati,1999,8,34.4,474
Rangamati,1999,9,34.6,201
Rangamati,1999,10,34.5,149
Rangamati,1999,11,32,3
Rangamati,1999,12,29.8,115
Rangpur,1999,1,28,0
Rangpur,1999,2,31.9,0
Rangpur,1999,3,33.8,7
Rangpur,1999,4,36,228
Rangpur,1999,5,36.6,336
Rangpur,1999,6,36.7,447
Rangpur,1999,7,35.5,436
Rangpur,1999,8,35,829
Rangpur,1999,9,34,337
Rangpur,1999,10,33.4,303
Rangpur,1999,11,31.8,8
Rangpur,1999,12,28.5,0
Sandwip,1999,1,30.6,0
Sandwip,1999,2,33.6,0
Sandwip,1999,3,34.6,0
Sandwip,1999,4,36.6,14
Sandwip,1999,5,36.1,582
Sandwip,1999,6,39.3,768
Sandwip,1999,7,33.6,964
Sandwip,1999,8,32.3,956
Sandwip,1999,9,33.1,410
Sandwip,1999,10,34.6,363
Sandwip,1999,11,34.7,0
Sandwip,1999,12,29.6,42
Satkhira,1999,1,30,0
Satkhira,1999,2,34.6,0
Satkhira,1999,3,38,0
Satkhira,1999,4,37.8,28
Satkhira,1999,5,38,272
Satkhira,1999,6,37.6,217
Satkhira,1999,7,34.5,291
Satkhira,1999,8,34.2,332
Satkhira,1999,9,34.4,361
Satkhira,1999,10,34.2,111
Satkhira,1999,11,32.4,4
Satkhira,1999,12,29.7,0
Sitakunda,1999,1,30.2,0
Sitakunda,1999,2,35.7,0
Sitakunda,1999,3,36.2,0
Sitakunda,1999,4,36.2,4
Sitakunda,1999,5,35.7,389
Sitakunda,1999,6,36.2,902
Sitakunda,1999,7,35.2,905
Sitakunda,1999,8,34.4,581
Sitakunda,1999,9,33.8,243
Sitakunda,1999,10,34.6,221
Sitakunda,1999,11,33.5,13
Sitakunda,1999,12,32.2,44
Srimangal,1999,1,29.2,0
Srimangal,1999,2,33.4,0
Srimangal,1999,3,36.7,26
Srimangal,1999,4,38.6,9
Srimangal,1999,5,38.5,433
Srimangal,1999,6,36.1,275
Srimangal,1999,7,39.2,457
Srimangal,1999,8,34.6,259
Srimangal,1999,9,34.5,307
Srimangal,1999,10,34.8,349
Srimangal,1999,11,34.6,0
Srimangal,1999,12,31,1
Syedpur,1999,1,28.2,6.888888889
Syedpur,1999,2,32.6,8.888888889
Syedpur,1999,3,38.8,30.88888889
Syedpur,1999,4,36.3,86.44444444
Syedpur,1999,5,36.8,275.6666667
Syedpur,1999,6,37.2,455.2222222
Syedpur,1999,7,36,448.8888889
Syedpur,1999,8,36,300
Syedpur,1999,9,35,314.7777778
Syedpur,1999,10,34,205.1111111
Syedpur,1999,11,32.2,7.555555556
Syedpur,1999,12,29,5.333333333
Sylhet,1999,1,29,0
Sylhet,1999,2,34.5,0
Sylhet,1999,3,38.8,49
Sylhet,1999,4,36.5,207
Sylhet,1999,5,34.7,731
Sylhet,1999,6,36.7,472
Sylhet,1999,7,37.4,775
Sylhet,1999,8,36,503
Sylhet,1999,9,33.7,253
Sylhet,1999,10,34.7,342
Sylhet,1999,11,33.5,0
Sylhet,1999,12,30,0
Tangail,1999,1,28.5,0
Tangail,1999,2,34.2,0
Tangail,1999,3,36.2,0
Tangail,1999,4,37.8,6
Tangail,1999,5,37,206
Tangail,1999,6,36.4,201
Tangail,1999,7,35.6,358
Tangail,1999,8,33.8,156
Tangail,1999,9,34.5,246
Tangail,1999,10,34.8,193
Tangail,1999,11,32,35
Tangail,1999,12,29.4,0
Teknaf,1999,1,30.8,0
Teknaf,1999,2,36.2,0
Teknaf,1999,3,35.4,0
Teknaf,1999,4,34.5,0
Teknaf,1999,5,35,629
Teknaf,1999,6,34,982
Teknaf,1999,7,32.2,771
Teknaf,1999,8,32.5,1395
Teknaf,1999,9,33.2,513
Teknaf,1999,10,33.2,392
Teknaf,1999,11,32,2
Teknaf,1999,12,31,36
Barisal,2000,1,30,0
Barisal,2000,2,29.2,16
Barisal,2000,3,34.6,50
Barisal,2000,4,35.3,135
Barisal,2000,5,36.3,246
Barisal,2000,6,34.8,282
Barisal,2000,7,35.2,389
Barisal,2000,8,34.5,203
Barisal,2000,9,34.2,245
Barisal,2000,10,34.8,171
Barisal,2000,11,33,10
Barisal,2000,12,28.8,0
Bhola,2000,1,29.8,42
Bhola,2000,2,28.7,8
Bhola,2000,3,33.5,61
Bhola,2000,4,33.6,126
Bhola,2000,5,36.2,279
Bhola,2000,6,33.5,416
Bhola,2000,7,34.2,432
Bhola,2000,8,35.5,233
Bhola,2000,9,34.6,206
Bhola,2000,10,35.5,139
Bhola,2000,11,33.2,89
Bhola,2000,12,28.8,0
Bogra,2000,1,28,18
Bogra,2000,2,27.7,35
Bogra,2000,3,32.8,76
Bogra,2000,4,36.4,158
Bogra,2000,5,37.5,272
Bogra,2000,6,36.8,250
Bogra,2000,7,35.1,190
Bogra,2000,8,35,289
Bogra,2000,9,36.2,466
Bogra,2000,10,36,84
Bogra,2000,11,33.4,0
Bogra,2000,12,28.4,0
Chandpur,2000,1,29,25
Chandpur,2000,2,28.1,15
Chandpur,2000,3,34.1,58
Chandpur,2000,4,34,160
Chandpur,2000,5,36.1,470
Chandpur,2000,6,35.1,288
Chandpur,2000,7,35.1,293
Chandpur,2000,8,34.6,214
Chandpur,2000,9,34,73
Chandpur,2000,10,35.1,188
Chandpur,2000,11,32,1
Chandpur,2000,12,28.4,0
Chittagong (IAP-Patenga),2000,1,31,30
Chittagong (IAP-Patenga),2000,2,32,0
Chittagong (IAP-Patenga),2000,3,39.2,46
Chittagong (IAP-Patenga),2000,4,34.5,119
Chittagong (IAP-Patenga),2000,5,34.5,577
Chittagong (IAP-Patenga),2000,6,34.5,622
Chittagong (IAP-Patenga),2000,7,34,701
Chittagong (IAP-Patenga),2000,8,34.5,564
Chittagong (IAP-Patenga),2000,9,34.5,183
Chittagong (IAP-Patenga),2000,10,36,487
Chittagong (IAP-Patenga),2000,11,33.8,15
Chittagong (IAP-Patenga),2000,12,30.2,0
Chuadanga,2000,1,29.3,9
Chuadanga,2000,2,29,15.44444444
Chuadanga,2000,3,35.8,35.33333333
Chuadanga,2000,4,38.7,47.11111111
Chuadanga,2000,5,37.9,119.1111111
Chuadanga,2000,6,36.5,225.7777778
Chuadanga,2000,7,37,366.8888889
Chuadanga,2000,8,36.5,209.5555556
Chuadanga,2000,9,34.8,321.4444444
Chuadanga,2000,10,35.4,186.6666667
Chuadanga,2000,11,33,14.33333333
Chuadanga,2000,12,28.4,2.666666667
Comilla,2000,1,29.2,45
Comilla,2000,2,28.5,52
Comilla,2000,3,34,121
Comilla,2000,4,34,212
Comilla,2000,5,36.3,554
Comilla,2000,6,35,295
Comilla,2000,7,35.1,182
Comilla,2000,8,35.5,319
Comilla,2000,9,34.8,106
Comilla,2000,10,34.5,155
Comilla,2000,11,33,3
Comilla,2000,12,28.6,0
Cox's Bazar,2000,1,31.7,1
Cox's Bazar,2000,2,31.5,2
Cox's Bazar,2000,3,35.8,96
Cox's Bazar,2000,4,34.8,65
Cox's Bazar,2000,5,35.7,589
Cox's Bazar,2000,6,35.2,841
Cox's Bazar,2000,7,34.8,1300
Cox's Bazar,2000,8,34.6,870
Cox's Bazar,2000,9,34.6,503
Cox's Bazar,2000,10,36,424
Cox's Bazar,2000,11,33.5,16
Cox's Bazar,2000,12,30.6,0
Dhaka,2000,1,28.7,13
Dhaka,2000,2,28.2,44
Dhaka,2000,3,34,172
Dhaka,2000,4,35.1,189
Dhaka,2000,5,36.6,471
Dhaka,2000,6,35.2,192
Dhaka,2000,7,35.2,200
Dhaka,2000,8,35,426
Dhaka,2000,9,34.4,214
Dhaka,2000,10,34.9,272
Dhaka,2000,11,32.5,0
Dhaka,2000,12,27.3,0
Dinajpur,2000,1,26.5,0
Dinajpur,2000,2,27,30
Dinajpur,2000,3,35,1
Dinajpur,2000,4,37.2,147
Dinajpur,2000,5,37.5,317
Dinajpur,2000,6,36.8,399
Dinajpur,2000,7,35,188
Dinajpur,2000,8,35.5,195
Dinajpur,2000,9,35,196
Dinajpur,2000,10,35,25
Dinajpur,2000,11,31.8,0
Dinajpur,2000,12,27.5,0
Faridpur,2000,1,28.6,35
Faridpur,2000,2,28.9,57
Faridpur,2000,3,34.5,31
Faridpur,2000,4,37.5,169
Faridpur,2000,5,37.3,398
Faridpur,2000,6,35.5,137
Faridpur,2000,7,35,153
Faridpur,2000,8,35,345
Faridpur,2000,9,34.7,399
Faridpur,2000,10,34.7,255
Faridpur,2000,11,32.4,0
Faridpur,2000,12,29.5,0
Feni,2000,1,29.2,34
Feni,2000,2,28.9,10
Feni,2000,3,33.5,195
Feni,2000,4,34.2,178
Feni,2000,5,36.2,520
Feni,2000,6,35.7,594
Feni,2000,7,35.2,718
Feni,2000,8,36,756
Feni,2000,9,34.2,376
Feni,2000,10,34.6,210
Feni,2000,11,33,60
Feni,2000,12,29,0
Hatiya,2000,1,28.2,40
Hatiya,2000,2,31.5,6
Hatiya,2000,3,34,11
Hatiya,2000,4,33.2,105
Hatiya,2000,5,37.4,686
Hatiya,2000,6,34,715
Hatiya,2000,7,34,694
Hatiya,2000,8,33,415
Hatiya,2000,9,34.5,422
Hatiya,2000,10,33.3,369
Hatiya,2000,11,31.7,15
Hatiya,2000,12,28.5,0
Ishurdi,2000,1,27.7,8
Ishurdi,2000,2,28.5,61
Ishurdi,2000,3,35.3,20
Ishurdi,2000,4,39.5,206
Ishurdi,2000,5,39.5,233
Ishurdi,2000,6,36,212
Ishurdi,2000,7,35.8,241
Ishurdi,2000,8,35.7,147
Ishurdi,2000,9,35,551
Ishurdi,2000,10,35,129
Ishurdi,2000,11,33,0
Ishurdi,2000,12,27.2,0
Jessore,2000,1,29.8,1
Jessore,2000,2,29.8,19
Jessore,2000,3,36.4,7
Jessore,2000,4,39.2,74
Jessore,2000,5,38.2,164
Jessore,2000,6,36.4,209
Jessore,2000,7,36.6,486
Jessore,2000,8,37,239
Jessore,2000,9,35.2,467
Jessore,2000,10,35.2,145
Jessore,2000,11,33.5,0
Jessore,2000,12,28.2,0
Khepupara,2000,1,29.7,26
Khepupara,2000,2,29,13
Khepupara,2000,3,35,2
Khepupara,2000,4,34.2,109
Khepupara,2000,5,36.5,470
Khepupara,2000,6,34,419
Khepupara,2000,7,33.5,797
Khepupara,2000,8,33.4,411
Khepupara,2000,9,34.5,360
Khepupara,2000,10,34.5,259
Khepupara,2000,11,32.5,19
Khepupara,2000,12,28.8,0
Khulna,2000,1,30.6,4
Khulna,2000,2,30,16
Khulna,2000,3,36.2,18
Khulna,2000,4,36.2,127
Khulna,2000,5,38,144
Khulna,2000,6,36.8,223
Khulna,2000,7,36.4,405
Khulna,2000,8,36.5,294
Khulna,2000,9,35.3,336
Khulna,2000,10,35.6,161
Khulna,2000,11,33.5,0
Khulna,2000,12,28.8,0
Kutubdia,2000,1,28.6,10
Kutubdia,2000,2,31.6,3
Kutubdia,2000,3,33.5,43
Kutubdia,2000,4,33.8,84
Kutubdia,2000,5,33.6,446
Kutubdia,2000,6,33.8,691
Kutubdia,2000,7,33.6,792
Kutubdia,2000,8,33.6,659
Kutubdia,2000,9,33.4,85
Kutubdia,2000,10,34.8,321
Kutubdia,2000,11,32.4,4
Kutubdia,2000,12,30.8,0
Madaripur,2000,1,29.5,16
Madaripur,2000,2,28.8,46
Madaripur,2000,3,35,5
Madaripur,2000,4,35.6,212
Madaripur,2000,5,37,341
Madaripur,2000,6,35.8,182
Madaripur,2000,7,35.6,259
Madaripur,2000,8,35.5,321
Madaripur,2000,9,34.5,214
Madaripur,2000,10,39.7,321
Madaripur,2000,11,33.5,0
Madaripur,2000,12,28.5,0
Maijdee Court,2000,1,28.8,40
Maijdee Court,2000,2,28.8,13
Maijdee Court,2000,3,33.2,35
Maijdee Court,2000,4,34.6,142
Maijdee Court,2000,5,35.8,542
Maijdee Court,2000,6,34.6,568
Maijdee Court,2000,7,35.5,629
Maijdee Court,2000,8,35,393
Maijdee Court,2000,9,33.5,248
Maijdee Court,2000,10,35,155
Maijdee Court,2000,11,33.8,43
Maijdee Court,2000,12,28.5,0
Mongla,2000,1,30,28
Mongla,2000,2,29.4,9
Mongla,2000,3,35,15
Mongla,2000,4,36.4,134
Mongla,2000,5,37,283
Mongla,2000,6,36,309
Mongla,2000,7,35.5,356
Mongla,2000,8,34.8,209
Mongla,2000,9,34.5,327
Mongla,2000,10,35.2,124
Mongla,2000,11,32.5,5
Mongla,2000,12,29,0
Mymensingh,2000,1,27.6,18
Mymensingh,2000,2,27.8,13
Mymensingh,2000,3,35,74
Mymensingh,2000,4,35,320
Mymensingh,2000,5,37.6,461
Mymensingh,2000,6,36.6,468
Mymensingh,2000,7,34.6,150
Mymensingh,2000,8,36,257
Mymensingh,2000,9,34,385
Mymensingh,2000,10,35.1,120
Mymensingh,2000,11,32.2,0
Mymensingh,2000,12,28.1,0
Patuakhali,2000,1,30.3,26
Patuakhali,2000,2,29.6,8
Patuakhali,2000,3,35.3,15
Patuakhali,2000,4,35.9,133
Patuakhali,2000,5,36.8,212
Patuakhali,2000,6,34.6,282
Patuakhali,2000,7,35.4,497
Patuakhali,2000,8,35,300
Patuakhali,2000,9,34.6,330
Patuakhali,2000,10,35,232
Patuakhali,2000,11,33.3,95
Patuakhali,2000,12,28.5,0
Rajshahi,2000,1,28.1,4
Rajshahi,2000,2,28.8,47
Rajshahi,2000,3,35.8,27
Rajshahi,2000,4,39.5,136
Rajshahi,2000,5,38.4,198
Rajshahi,2000,6,36.3,222
Rajshahi,2000,7,35.1,115
Rajshahi,2000,8,35.3,192
Rajshahi,2000,9,34.6,644
Rajshahi,2000,10,34.8,85
Rajshahi,2000,11,32,0
Rajshahi,2000,12,27.3,0
Rangamati,2000,1,28.7,41
Rangamati,2000,2,30.5,1
Rangamati,2000,3,34.3,112
Rangamati,2000,4,35.2,210
Rangamati,2000,5,37.2,498
Rangamati,2000,6,35.5,565
Rangamati,2000,7,35.5,207
Rangamati,2000,8,35.2,534
Rangamati,2000,9,34.2,164
Rangamati,2000,10,35.2,356
Rangamati,2000,11,32.8,45
Rangamati,2000,12,28.6,0
Rangpur,2000,1,26.4,1
Rangpur,2000,2,27.1,15
Rangpur,2000,3,33.6,3
Rangpur,2000,4,36,283
Rangpur,2000,5,37,416
Rangpur,2000,6,36.4,438
Rangpur,2000,7,34.8,166
Rangpur,2000,8,35,232
Rangpur,2000,9,34.6,172
Rangpur,2000,10,34.6,19
Rangpur,2000,11,31,0
Rangpur,2000,12,26.9,0
Sandwip,2000,1,29.6,106
Sandwip,2000,2,28.9,2
Sandwip,2000,3,33.6,95
Sandwip,2000,4,33.5,57
Sandwip,2000,5,35.8,804
Sandwip,2000,6,33.9,626
Sandwip,2000,7,35.3,1215
Sandwip,2000,8,31.4,489
Sandwip,2000,9,31.8,346
Sandwip,2000,10,31.8,384
Sandwip,2000,11,30.9,28
Sandwip,2000,12,27.3,0
Satkhira,2000,1,30,20
Satkhira,2000,2,29.3,32
Satkhira,2000,3,35.4,10
Satkhira,2000,4,37,180
Satkhira,2000,5,37.4,194
Satkhira,2000,6,35.8,218
Satkhira,2000,7,36,403
Satkhira,2000,8,35.5,317
Satkhira,2000,9,34.9,486
Satkhira,2000,10,34.6,142
Satkhira,2000,11,32.7,0
Satkhira,2000,12,28,0
Sitakunda,2000,1,31,46
Sitakunda,2000,2,30.2,1
Sitakunda,2000,3,36,56
Sitakunda,2000,4,34.7,90
Sitakunda,2000,5,36.7,902
Sitakunda,2000,6,36.2,494
Sitakunda,2000,7,35.7,713
Sitakunda,2000,8,35.7,671
Sitakunda,2000,9,34.7,231
Sitakunda,2000,10,36.2,226
Sitakunda,2000,11,34.4,26
Sitakunda,2000,12,30.2,0
Srimangal,2000,1,28.6,49
Srimangal,2000,2,29,31
Srimangal,2000,3,33,228
Srimangal,2000,4,35.2,318
Srimangal,2000,5,36.5,803
Srimangal,2000,6,35.5,437
Srimangal,2000,7,34.8,183
Srimangal,2000,8,35.8,505
Srimangal,2000,9,34.7,273
Srimangal,2000,10,35.6,298
Srimangal,2000,11,32,2
Srimangal,2000,12,29,0
Syedpur,2000,1,27.2,6.888888889
Syedpur,2000,2,27.8,8.888888889
Syedpur,2000,3,34.4,30.88888889
Syedpur,2000,4,37.4,86.44444444
Syedpur,2000,5,37.6,275.6666667
Syedpur,2000,6,36.8,455.2222222
Syedpur,2000,7,35.4,448.8888889
Syedpur,2000,8,36.8,300
Syedpur,2000,9,35.2,314.7777778
Syedpur,2000,10,35,205.1111111
Syedpur,2000,11,32.2,7.555555556
Syedpur,2000,12,27.5,5.333333333
Sylhet,2000,1,27.9,48
Sylhet,2000,2,28.5,3
Sylhet,2000,3,33.5,119
Sylhet,2000,4,33.7,654
Sylhet,2000,5,36.7,661
Sylhet,2000,6,35.5,794
Sylhet,2000,7,35.6,332
Sylhet,2000,8,35.5,981
Sylhet,2000,9,34.5,733
Sylhet,2000,10,35.5,188
Sylhet,2000,11,32.5,0
Sylhet,2000,12,28.4,0
Tangail,2000,1,27.7,25
Tangail,2000,2,28.6,29
Tangail,2000,3,33.6,59
Tangail,2000,4,37.4,220
Tangail,2000,5,36.8,305
Tangail,2000,6,36.4,390
Tangail,2000,7,35.2,92
Tangail,2000,8,36,152
Tangail,2000,9,35.6,368
Tangail,2000,10,35.5,152
Tangail,2000,11,32.4,0
Tangail,2000,12,28.1,0
Teknaf,2000,1,32,2
Teknaf,2000,2,33,0
Teknaf,2000,3,38,0
Teknaf,2000,4,34.6,27
Teknaf,2000,5,33.7,600
Teknaf,2000,6,35,1091
Teknaf,2000,7,33.2,1457
Teknaf,2000,8,33,1008
Teknaf,2000,9,33,363
Teknaf,2000,10,34,422
Teknaf,2000,11,32,17
Teknaf,2000,12,29.4,0
Barisal,2001,1,29.5,0
Barisal,2001,2,32.1,17
Barisal,2001,3,35.6,4
Barisal,2001,4,37.6,16
Barisal,2001,5,35.6,282
Barisal,2001,6,34.5,641
Barisal,2001,7,33,556
Barisal,2001,8,33.7,191
Barisal,2001,9,34.5,151
Barisal,2001,10,35,305
Barisal,2001,11,32,67
Barisal,2001,12,29.8,0
Bhola,2001,1,29.4,0
Bhola,2001,2,31.8,10
Bhola,2001,3,35.5,4
Bhola,2001,4,37,10
Bhola,2001,5,34.5,450
Bhola,2001,6,32.7,892
Bhola,2001,7,32,406
Bhola,2001,8,33.8,198
Bhola,2001,9,34.5,218
Bhola,2001,10,34.4,290
Bhola,2001,11,31.2,60
Bhola,2001,12,28,0
Bogra,2001,1,27.4,0
Bogra,2001,2,30.8,0
Bogra,2001,3,35.5,0
Bogra,2001,4,37.6,22
Bogra,2001,5,35.8,217
Bogra,2001,6,34.8,299
Bogra,2001,7,36,185
Bogra,2001,8,35.8,115
Bogra,2001,9,35.2,344
Bogra,2001,10,34.5,203
Bogra,2001,11,32.5,8
Bogra,2001,12,27.8,0
Chandpur,2001,1,27.5,0
Chandpur,2001,2,34.1,25
Chandpur,2001,3,35,1
Chandpur,2001,4,36.1,23
Chandpur,2001,5,34.6,448
Chandpur,2001,6,33.6,541
Chandpur,2001,7,34,387
Chandpur,2001,8,34.2,197
Chandpur,2001,9,34.1,321
Chandpur,2001,10,34,157
Chandpur,2001,11,31.4,76
Chandpur,2001,12,27.5,0
Chittagong (IAP-Patenga),2001,1,30,0
Chittagong (IAP-Patenga),2001,2,32.4,12
Chittagong (IAP-Patenga),2001,3,36.7,1
Chittagong (IAP-Patenga),2001,4,38.5,41
Chittagong (IAP-Patenga),2001,5,39.5,423
Chittagong (IAP-Patenga),2001,6,33,742
Chittagong (IAP-Patenga),2001,7,33.3,693
Chittagong (IAP-Patenga),2001,8,34.5,523
Chittagong (IAP-Patenga),2001,9,36,263
Chittagong (IAP-Patenga),2001,10,36,193
Chittagong (IAP-Patenga),2001,11,34,41
Chittagong (IAP-Patenga),2001,12,30.8,3
Chuadanga,2001,1,29,9
Chuadanga,2001,2,32,15.44444444
Chuadanga,2001,3,38,35.33333333
Chuadanga,2001,4,38.8,47.11111111
Chuadanga,2001,5,37.4,119.1111111
Chuadanga,2001,6,35,225.7777778
Chuadanga,2001,7,35.3,366.8888889
Chuadanga,2001,8,36.4,209.5555556
Chuadanga,2001,9,35.2,321.4444444
Chuadanga,2001,10,35,186.6666667
Chuadanga,2001,11,33,14.33333333
Chuadanga,2001,12,29.4,2.666666667
Comilla,2001,1,28.5,0
Comilla,2001,2,32.5,13
Comilla,2001,3,34.5,6
Comilla,2001,4,36,54
Comilla,2001,5,35,300
Comilla,2001,6,35,590
Comilla,2001,7,35,184
Comilla,2001,8,35,312
Comilla,2001,9,35.6,258
Comilla,2001,10,34.2,161
Comilla,2001,11,32.2,72
Comilla,2001,12,28.4,0
Cox's Bazar,2001,1,30.5,0
Cox's Bazar,2001,2,32.5,26
Cox's Bazar,2001,3,36.2,0
Cox's Bazar,2001,4,36.7,6
Cox's Bazar,2001,5,35.5,379
Cox's Bazar,2001,6,33.7,1373
Cox's Bazar,2001,7,33.8,903
Cox's Bazar,2001,8,34.1,534
Cox's Bazar,2001,9,36,426
Cox's Bazar,2001,10,35.3,236
Cox's Bazar,2001,11,33.5,131
Cox's Bazar,2001,12,29.6,0
Dhaka,2001,1,28,0
Dhaka,2001,2,31.4,1
Dhaka,2001,3,35.8,33
Dhaka,2001,4,37.5,46
Dhaka,2001,5,35,402
Dhaka,2001,6,33.8,392
Dhaka,2001,7,34,202
Dhaka,2001,8,34,205
Dhaka,2001,9,34.2,209
Dhaka,2001,10,34.8,177
Dhaka,2001,11,32,18
Dhaka,2001,12,28.4,0
Dinajpur,2001,1,26.4,0
Dinajpur,2001,2,30.5,0
Dinajpur,2001,3,35.2,0
Dinajpur,2001,4,38.8,5
Dinajpur,2001,5,36.4,222
Dinajpur,2001,6,35.5,573
Dinajpur,2001,7,36.8,158
Dinajpur,2001,8,36.5,318
Dinajpur,2001,9,35.5,462
Dinajpur,2001,10,34,382
Dinajpur,2001,11,31.5,53
Dinajpur,2001,12,27.2,53
Faridpur,2001,1,27.7,0
Faridpur,2001,2,31,3
Faridpur,2001,3,36.5,21
Faridpur,2001,4,38.5,124
Faridpur,2001,5,35.7,286
Faridpur,2001,6,33.6,325
Faridpur,2001,7,33.5,239
Faridpur,2001,8,34.1,222
Faridpur,2001,9,34.5,206
Faridpur,2001,10,34.5,165
Faridpur,2001,11,32.4,43
Faridpur,2001,12,28.7,0
Feni,2001,1,28.6,34
Feni,2001,2,33.2,10
Feni,2001,3,36,195
Feni,2001,4,37.8,178
Feni,2001,5,36,520
Feni,2001,6,34,594
Feni,2001,7,34.1,718
Feni,2001,8,35,756
Feni,2001,9,35,376
Feni,2001,10,34.7,210
Feni,2001,11,33,60
Feni,2001,12,29,0
Hatiya,2001,1,28.5,0
Hatiya,2001,2,30.3,2
Hatiya,2001,3,35.4,0
Hatiya,2001,4,37.8,17
Hatiya,2001,5,34,485
Hatiya,2001,6,32.4,1013
Hatiya,2001,7,31.2,789
Hatiya,2001,8,33,689
Hatiya,2001,9,33.6,597
Hatiya,2001,10,33.3,434
Hatiya,2001,11,31,205
Hatiya,2001,12,29.8,0
Ishurdi,2001,1,28.4,0
Ishurdi,2001,2,31.4,0
Ishurdi,2001,3,37.6,20
Ishurdi,2001,4,38.8,52
Ishurdi,2001,5,37,256
Ishurdi,2001,6,35,409
Ishurdi,2001,7,34.2,165
Ishurdi,2001,8,35.1,158
Ishurdi,2001,9,34.5,334
Ishurdi,2001,10,33.8,74
Ishurdi,2001,11,32.2,10
Ishurdi,2001,12,27.7,0
Jessore,2001,1,28.6,0
Jessore,2001,2,33.4,0
Jessore,2001,3,36.6,56
Jessore,2001,4,39.5,29
Jessore,2001,5,37.2,317
Jessore,2001,6,34.4,498
Jessore,2001,7,34.4,317
Jessore,2001,8,35.8,109
Jessore,2001,9,36,137
Jessore,2001,10,36.2,134
Jessore,2001,11,33,14
Jessore,2001,12,30.4,0
Khepupara,2001,1,29.3,0
Khepupara,2001,2,32.2,41
Khepupara,2001,3,35.8,1
Khepupara,2001,4,36.8,24
Khepupara,2001,5,35.4,381
Khepupara,2001,6,33.7,1014
Khepupara,2001,7,31.8,621
Khepupara,2001,8,33.4,294
Khepupara,2001,9,34.8,487
Khepupara,2001,10,34,397
Khepupara,2001,11,32,209
Khepupara,2001,12,30,0
Khulna,2001,1,29,0
Khulna,2001,2,31.8,129
Khulna,2001,3,36.6,21
Khulna,2001,4,38,51
Khulna,2001,5,37.2,244
Khulna,2001,6,35.2,354
Khulna,2001,7,34.2,269
Khulna,2001,8,35.2,188
Khulna,2001,9,35.6,207
Khulna,2001,10,35.8,196
Khulna,2001,11,33,31
Khulna,2001,12,30.6,0
Kutubdia,2001,1,29,0
Kutubdia,2001,2,30.4,20
Kutubdia,2001,3,33,1
Kutubdia,2001,4,34,19
Kutubdia,2001,5,34.8,302
Kutubdia,2001,6,32.8,773
Kutubdia,2001,7,32.4,413
Kutubdia,2001,8,33,301
Kutubdia,2001,9,34.5,167
Kutubdia,2001,10,33.4,200
Kutubdia,2001,11,32.5,124
Kutubdia,2001,12,28.2,0
Madaripur,2001,1,28.6,0
Madaripur,2001,2,31.8,51
Madaripur,2001,3,35.7,8
Madaripur,2001,4,38,31
Madaripur,2001,5,35.6,552
Madaripur,2001,6,34.6,625
Madaripur,2001,7,33.3,422
Madaripur,2001,8,34.7,223
Madaripur,2001,9,35.2,258
Madaripur,2001,10,35.1,162
Madaripur,2001,11,32.5,47
Madaripur,2001,12,29.5,0
Maijdee Court,2001,1,29.3,0
Maijdee Court,2001,2,32,27
Maijdee Court,2001,3,35,0
Maijdee Court,2001,4,37.5,10
Maijdee Court,2001,5,35.6,523
Maijdee Court,2001,6,33.6,881
Maijdee Court,2001,7,33.4,548
Maijdee Court,2001,8,34.6,465
Maijdee Court,2001,9,35,424
Maijdee Court,2001,10,34.2,254
Maijdee Court,2001,11,33.2,96
Maijdee Court,2001,12,28.2,0
Mongla,2001,1,29,1
Mongla,2001,2,32,19
Mongla,2001,3,36.9,6
Mongla,2001,4,39,22
Mongla,2001,5,36.5,301
Mongla,2001,6,35.2,539
Mongla,2001,7,33.6,445
Mongla,2001,8,34,136
Mongla,2001,9,35.5,181
Mongla,2001,10,34.5,251
Mongla,2001,11,32.6,53
Mongla,2001,12,30,0
Mymensingh,2001,1,27.8,0
Mymensingh,2001,2,30.5,11
Mymensingh,2001,3,33.7,16
Mymensingh,2001,4,35.8,156
Mymensingh,2001,5,36.3,358
Mymensingh,2001,6,34,408
Mymensingh,2001,7,35,183
Mymensingh,2001,8,35.6,227
Mymensingh,2001,9,35.3,356
Mymensingh,2001,10,35,222
Mymensingh,2001,11,31.6,11
Mymensingh,2001,12,28.7,0
Patuakhali,2001,1,30.5,0
Patuakhali,2001,2,32.2,15
Patuakhali,2001,3,36.6,3
Patuakhali,2001,4,38.4,61
Patuakhali,2001,5,36,379
Patuakhali,2001,6,34,1084
Patuakhali,2001,7,33.5,534
Patuakhali,2001,8,35.4,146
Patuakhali,2001,9,35.5,217
Patuakhali,2001,10,35,386
Patuakhali,2001,11,32.2,90
Patuakhali,2001,12,29.8,0
Rajshahi,2001,1,28,0
Rajshahi,2001,2,31.6,0
Rajshahi,2001,3,37.9,9
Rajshahi,2001,4,40,13
Rajshahi,2001,5,37,189
Rajshahi,2001,6,35.2,324
Rajshahi,2001,7,34.5,338
Rajshahi,2001,8,35,210
Rajshahi,2001,9,35.5,95
Rajshahi,2001,10,34,184
